Name;ISIN;Symbol;Market;"Trading Currency";Open;High;Low;Last;"Last Date/Time";"Time Zone";Volume;Turnover
"CREDIMO HOLDING";BE0162868054;-;"Euronext Expert Market";EUR;32.84;32.84;32.84;32.84;"24/11/15 11:30";CET;4239;139208.76
"CREDIT AGRICOLE";FR0000045072;ACA;"Euronext Paris";EUR;13.534;13.776;13.516;13.528;"10/01/22 17:35";CET;6403245;87153529.18
CRESCENT;BE0003836534;OPTI;"Euronext Brussels";EUR;0.025;0.025;0.0239;0.0239;"10/01/22 17:28";CET;2554581;62636.92
"CRH PLC 5PCCumPref";IE0001827264;DD8A;"Euronext Dublin";EUR;-;-;-;-;-;IST;-;-
"CRH PLC 7PCCumPref";IE0001827603;DD8B;"Euronext Dublin";EUR;-;-;-;-;-;IST;-;-
"CRH PLC ord";IE0001827041;CRG;"Euronext Dublin";EUR;47.09;47.09;46.04;46.25;"10/01/22 21:06";IST;1637136;76017796.21
CROSSJECT;FR0011716265;ALCJ;"Euronext Growth Paris";EUR;2.70;2.72;2.625;2.69;"10/01/22 17:35";CET;32563;86702.91
CROSSWOOD;FR0000050395;CROS;"Euronext Paris";EUR;6.40;6.40;6.40;6.40;"06/01/22 16:30";CET;2000;12800.00
"CRYSTAL PEAK SHARE";KYG2581M1078;CPA1;"Euronext Amsterdam";USD;9.75;9.75;9.75;9.75;"24/12/21 09:53";CET;50;487.50
"CRYSTAL PEAK WAR";KYG2581M1151;CPA1W;"Euronext Amsterdam";USD;0.50;0.50;0.50;0.50;"25/06/21 12:07";CET;5000;2500.00
"CS BRUX";BE0010566900;-;"Euronext Expert Market";EUR;60.40;60.40;60.40;60.40;"01/09/15 11:30";CET;272;16428.80
"CS GROUP.";FR0007317813;SX;"Euronext Paris";EUR;5.40;6.00;5.40;5.54;"10/01/22 17:35";CET;57721;329017.18
"CSAM HEALTH GROUP";NO0010894512;CSAM;"Euronext Growth Oslo";NOK;84.60;86.00;82.20;82.20;"10/01/22 16:05";CET;2569;213894.50
CTAC;NL0000345577;CTAC;"Euronext Amsterdam";EUR;4.23;4.36;4.23;4.35;"10/01/22 17:12";CET;3780;16329.50
"CTC ORD SHARES";NL0015000DC9;CTCA1;"Euronext Amsterdam";EUR;9.72;9.72;9.72;9.72;"05/01/22 16:52";CET;10;97.20
"CTC TREAS SHARES";NL0015000F09;CTCT1;"Euronext Amsterdam";EUR;-;-;-;-;-;CET;-;-
"CTC WARRANTS";NL0015000DD7;CTCW1;"Euronext Amsterdam";EUR;0.1516;0.1516;0.1516;0.1516;"24/12/21 10:33";CET;83;12.58
CTP;NL00150006R6;CTPNV;"Euronext Amsterdam";EUR;18.40;18.40;17.60;17.60;"10/01/22 17:35";CET;113346;2022065.05
"CTT CORREIOS PORT";PTCTT0AM0001;CTT;"Euronext Lisbon";EUR;4.49;4.52;4.36;4.36;"10/01/22 22:35";BST;484122;2139734.94
CUMULEX;BE0003463685;CLEX;"Euronext Brussels";EUR;2.80;2.80;2.80;2.80;"04/01/22 16:30";CET;117;327.60
"CUMULEX (ben/win)";BE0010026350;-;"Euronext Expert Market";EUR;10.00;10.00;10.00;10.00;"17/07/18 11:30";CET;14;140.00
CYBERGUN;FR0014004QR6;ALCYB;"Euronext Growth Paris";EUR;0.598;0.603;0.5585;0.588;"10/01/22 17:37";CET;846332;491759.57
"CYBERGUN BSA 2";FR0013340817;CYBBT;"Euronext Growth Paris";EUR;0.0005;0.0005;0.0005;0.0005;"03/12/21 14:42";CET;70000;35.00
"CYBERGUN BSA K1";FR0013507977;CYBK1;"Euronext Growth Paris";EUR;0.002;0.004;0.002;0.002;"04/01/22 16:41";CET;947300;2882.10
"CYBERGUN BSA K2A";FR0013507985;CYBKA;"Euronext Growth Paris";EUR;0.002;0.002;0.002;0.002;"10/01/22 14:29";CET;39501;79.00
"CYBERGUN BSA K2B";FR0013508009;CYBKB;"Euronext Growth Paris";EUR;0.001;0.001;0.001;0.001;"10/01/22 09:00";CET;193140;193.14
CYVIZ;NO0010015175;CYVIZ;"Euronext Growth Oslo";NOK;44.50;45.00;43.30;44.73;"10/01/22 16:13";CET;20287;898105.97
"D'IETEREN GROUP";BE0974259880;DIE;"Euronext Brussels";EUR;167.50;167.50;154.30;155.20;"10/01/22 17:38";CET;67478;10697728.40
D.L.S.I.;FR0010404368;ALDLS;"Euronext Growth Paris";EUR;13.30;13.45;13.15;13.20;"10/01/22 17:24";CET;1335;17749.95
"DALATA HOTEL GP.";IE00BJMZDW83;DHG;"Euronext Dublin";EUR;3.92;4.035;3.905;3.95;"10/01/22 21:00";IST;561543;2228454.73
DAMARIS;FR0000077885;MLDAM;"Euronext Access Paris";EUR;10.20;10.20;10.20;10.20;"04/01/22 11:30";CET;138;1407.60
DAMARTEX;FR0000185423;ALDAR;"Euronext Growth Paris";EUR;20.60;21.20;20.60;21.00;"10/01/22 16:36";CET;425;8857.20
DANONE;FR0000120644;BN;"Euronext Paris";EUR;56.40;56.90;56.28;56.90;"10/01/22 17:37";CET;1070922;60767878.40
"DASSAULT AVIATION";FR0014004L86;AM;"Euronext Paris";EUR;103.20;104.90;102.70;104.00;"10/01/22 17:35";CET;43999;4576985.60
"DASSAULT SYS NV22";FR00140078T7;DSYNV;"Euronext Paris";EUR;-;-;-;-;-;CET;-;-
"DASSAULT SYSTEMES";FR0014003TT8;DSY;"Euronext Paris";EUR;48.09;48.50;46.58;46.58;"10/01/22 17:35";CET;1862010;87596523.03
"DATALEX PLC";IE0000527006;DLE;"Euronext Growth Dublin";EUR;0.97;0.97;0.88;0.97;"10/01/22 21:00";IST;166304;149130.47
DBT;FR0013066750;ALDBT;"Euronext Growth Paris";EUR;0.047;0.052;0.044;0.052;"10/01/22 17:39";CET;7974964;388358.41
"DBV TECHNOLOGIES";FR0010417345;DBV;"Euronext Paris";EUR;3.10;3.10;3.002;3.006;"10/01/22 17:35";CET;494977;1505181.49
DECEUNINCK;BE0003789063;DECB;"Euronext Brussels";EUR;3.60;3.60;3.50;3.50;"10/01/22 17:35";CET;140050;494929.37
"DEE TECH SHARES";FR0014003G01;DEE;"Euronext Paris";EUR;9.81;9.81;9.80;9.81;"10/01/22 17:21";CET;30388;297965.76
"DEE TECH WARRANTS";FR0014003G19;DEEW;"Euronext Paris";EUR;0.30;0.30;0.30;0.30;"22/12/21 12:00";CET;1000;300.00
"DEEP VALUE DRILLER";NO0010955917;DVD;"Euronext Growth Oslo";NOK;10.896;10.896;10.104;10.22;"10/01/22 16:27";CET;139220;1432918.35
DEINOVE;FR0010879056;ALDEI;"Euronext Growth Paris";EUR;0.51;0.514;0.4805;0.4975;"10/01/22 17:35";CET;244993;121384.44
DEKUPLE;FR0000062978;DKUPL;"Euronext Paris";EUR;26.10;26.80;25.50;26.30;"10/01/22 17:35";CET;9576;250983.30
DELFINGEN;FR0000054132;ALDEL;"Euronext Growth Paris";EUR;53.20;55.00;53.00;53.00;"10/01/22 17:35";CET;2389;128641.00
"DELTA DRONE";FR0011522168;ALDR;"Euronext Growth Paris";EUR;0.002;0.002;0.0018;0.0019;"10/01/22 17:35";CET;46608768;85161.30
"DELTA DRONE BSA Y";FR0013400991;ALDBY;"Euronext Growth Paris";EUR;0.003;0.003;0.0025;0.0025;"10/01/22 15:36";CET;9700;28.85
"DELTA PLUS GROUP";FR0013283108;ALDLT;"Euronext Growth Paris";EUR;94.00;94.00;88.60;92.00;"10/01/22 17:35";CET;3234;296367.60
DERICHEBOURG;FR0000053381;DBG;"Euronext Paris";EUR;11.00;11.20;10.88;11.14;"10/01/22 17:35";CET;552484;6116186.79
"DESERT CONTROL";NO0010963275;DSRT;"Euronext Growth Oslo";NOK;35.30;36.595;34.785;34.985;"10/01/22 16:28";CET;218361;7700802.80
"DESIGN YOUR HOME";SE0007045380;MLDYH;"Euronext Access Paris";EUR;0.11;0.12;0.11;0.12;"27/11/18 16:44";CET;22581;2588.91
"DEUTSCHE TELEKOM";DE0005557508;DTEL;"Traded not listed Brussels";EUR;16.246;16.246;15.884;15.884;"10/01/22 12:55";CET;838;13360.55
DEVERNOIS;FR0000060840;ALDEV;"Euronext Growth Paris";EUR;12.60;12.60;12.60;12.60;"10/01/22 11:30";CET;10;126.00
DEXIA;BE0974290224;DEXB;"Euronext Expert Market";EUR;0.30;0.30;0.30;0.30;"29/12/20 11:30";CET;1163;348.90
"DGB GROUP N.V.";NL0009169515;DGB;"Euronext Amsterdam";EUR;1.19;1.19;1.12;1.15;"10/01/22 14:30";CET;76474;87779.00
DIAGEO;GB0002374006;DGE;"Euronext Paris";EUR;46.43;46.43;46.27;46.27;"10/01/22 11:02";CET;19;879.61
"DIAGEO PLC";GB0002374006;GUI1;"Euronext Dublin";EUR;-;-;-;-;-;IST;-;-
"DIAGNOSTIC MEDICAL";FR0012202497;DGM;"Euronext Paris";EUR;1.24;1.28;1.214;1.27;"10/01/22 17:26";CET;20687;25934.62
"DIEGEM KENNEDYCERT";BE0003698124;DIEG;"Euronext Brussels";EUR;108.70;108.70;108.70;108.70;"10/01/22 14:20";CET;25;2717.50
"DIERK. ANTWERP.";BE0036367895;-;"Euronext Expert Market";EUR;96.50;96.50;96.50;96.50;"03/09/19 11:30";CET;2;193.00
"DIERKUNDE ANTW";BE0026342551;-;"Euronext Expert Market";EUR;222.00;222.00;222.00;222.00;"08/06/21 11:30";CET;1;222.00
"DISRUPTIVE CAP SHA";GG00BMB5XZ39;DCACS;"Euronext Amsterdam";GBP;9.846;9.846;9.845;9.845;"30/12/21 17:03";CET;30000;295350.12
"DISRUPTIVE CAP WAR";GG00BMB5XY22;DCACW;"Euronext Amsterdam";GBP;0.55;0.55;0.55;0.55;"09/11/21 09:36";CET;50000;27500.00
"DISTRI-LAND CERT";BE0003605160;DISL;"Euronext Brussels";EUR;227.00;227.00;227.00;227.00;"03/01/22 16:30";CET;1;227.00
DLT;NO0003055808;DLTX;"Oslo B�rs";NOK;13.52;14.50;13.52;13.58;"10/01/22 16:28";CET;752170;10521323.20
"DNB BANK";NO0010161896;DNB;"Oslo B�rs";NOK;210.50;210.60;208.30;209.40;"10/01/22 16:28";CET;743469;155666834.20
DNO;NO0003921009;DNO;"Oslo B�rs";NOK;11.35;11.415;10.95;11.02;"10/01/22 16:25";CET;3066456;34309294.51
DNXCORP;FR0010436584;ALDNX;"Euronext Growth Paris";EUR;11.10;11.10;10.80;11.05;"10/01/22 15:36";CET;1380;15018.05
"DOCK.PETR.AMBES AM";FR0000065260;DPAM;"Euronext Paris";EUR;470.00;470.00;470.00;470.00;"07/01/22 11:30";CET;23;10810.00
DOF;NO0010070063;DOF;"Oslo B�rs";NOK;0.73;0.775;0.63;0.651;"10/01/22 16:25";CET;3974468;2778142.50
DOLFINES;FR0014004QZ9;ALDOL;"Euronext Growth Paris";EUR;0.36;0.375;0.351;0.3668;"10/01/22 17:35";CET;65076;23526.85
"DONEGAL INVESTMENT";IE00BLRPQQ22;DQ7A;"Euronext Growth Dublin";EUR;15.80;15.80;15.80;15.80;"06/01/22 21:02";IST;699;11044.20
DONTNOD;FR0013331212;ALDNE;"Euronext Growth Paris";EUR;16.75;17.00;16.30;16.55;"10/01/22 17:15";CET;5284;87748.45
"DPA GROUP";NL0009197771;DPA;"Euronext Amsterdam";EUR;0.394;0.394;0.36;0.377;"10/01/22 17:29";CET;93282;34937.34
"DRONE VOLT";FR0013088606;ALDRV;"Euronext Growth Paris";EUR;0.0648;0.0655;0.0624;0.0627;"10/01/22 17:35";CET;4426993;282035.31
"DRONE VOLT BS26";FR0014007951;BNBS;"Euronext Growth Paris";EUR;0.0149;0.0149;0.0149;0.0149;"07/01/22 13:26";CET;100000;1490.00
DSC2;NL00150000S7;DSC2;"Euronext Amsterdam";EUR;11.25;11.25;10.80;10.80;"10/01/22 16:59";CET;1901;20719.50
"DSC2 TREAS SHARES";NL00150002R5;DSC2S;"Euronext Amsterdam";EUR;-;-;-;-;-;CET;-;-
"DSM KON";NL0000009827;DSM;"Euronext Amsterdam";EUR;187.75;188.00;180.15;181.40;"10/01/22 17:38";CET;312520;56947052.85
"DUTCH STAR C W11";NL00150000T5;DSCW1;"Euronext Amsterdam";EUR;1.20;1.20;1.00;1.00;"23/12/21 11:48";CET;3333;3666.20
"DUTCH STAR C W12";NL00150000U3;DSCW2;"Euronext Amsterdam";EUR;0.37;0.37;0.37;0.37;"15/12/21 15:57";CET;3334;1233.58
"DUTCH STAR C W13";NL00150000V1;DSCW3;"Euronext Amsterdam";EUR;0.525;0.525;0.525;0.525;"22/12/21 10:52";CET;1667;875.18
DYNAFOND;FR0000052920;MLDYN;"Euronext Access Paris";EUR;3.96;3.96;3.96;3.96;"15/03/21 11:30";CET;15;59.40
"DYNEX ENERGY SA";LU0881232630;MLDYX;"Euronext Access Paris";EUR;2.70;2.70;2.70;2.70;"26/11/21 14:35";CET;8;21.60
"E PANGO";FR0014004339;ALAGO;"Euronext Growth Paris";EUR;4.20;4.21;4.15;4.15;"10/01/22 14:33";CET;807;3371.14
"E.ON SE";DE000ENAG999;EON;"Traded not listed Brussels";EUR;11.816;11.816;11.816;11.816;"10/01/22 09:00";CET;5;59.08
"EAM SOLAR";NO0010607781;EAM;"Euronext Expand Oslo";NOK;10.25;10.40;10.20;10.30;"10/01/22 16:25";CET;5264;54094.30
"EASE2PAY NV";NL0000345627;EAS2P;"Euronext Amsterdam";EUR;2.92;2.98;2.90;2.90;"10/01/22 16:50";CET;3993;11650.62
"EASSON HOLDINGS";HK0000038783;MLEAS;"Euronext Access Paris";EUR;2.02;2.02;2.02;2.02;"01/12/21 16:30";CET;14;28.28
"EAUX DE ROYAN";FR0007200100;MLEDR;"Euronext Access Paris";EUR;94.00;94.00;94.00;94.00;"10/01/22 11:30";CET;1;94.00
EAVS;FR0010536185;MLEAV;"Euronext Access Paris";EUR;10.30;10.30;10.30;10.30;"05/05/21 11:30";CET;145;1493.50
"EBUSCO HOLDING";NL0015000CZ2;EBUS;"Euronext Amsterdam";EUR;26.70;26.70;25.70;25.85;"10/01/22 17:37";CET;135448;3503783.35
ECFC;BE0003783975;-;"Euronext Expert Market";EUR;4120.00;4120.00;4120.00;4120.00;"26/05/20 11:30";CET;1;4120.00
"ECIT AS B-AKSJER";NO0010939804;ECIT;"Euronext Growth Oslo";NOK;7.939;7.939;7.45;7.45;"10/01/22 15:11";CET;67276;505180.10
ECOLUTIONS;DE000A0XYM45;MLECO;"Euronext Access Paris";EUR;1.25;1.25;1.25;1.25;"21/12/16 15:00";CET;100;125.00
ECOMIAM;FR0013534617;ALECO;"Euronext Growth Paris";EUR;13.90;13.92;13.22;13.42;"10/01/22 17:13";CET;2242;30374.86
"ECONOCOM GROUP";BE0974313455;ECONB;"Euronext Brussels";EUR;3.52;3.565;3.45;3.475;"10/01/22 17:35";CET;82727;288342.60
"ECOONLINE HOLDING";NO0010936891;ECO;"Euronext Growth Oslo";NOK;20.00;20.00;20.00;20.00;"10/01/22 16:04";CET;88;1760.00
ECOSLOPS;FR0011490648;ALESA;"Euronext Growth Paris";EUR;8.76;8.76;8.62;8.62;"10/01/22 14:54";CET;2026;17586.18
"EDDA WIND";NO0010998529;EWIND;"Oslo B�rs";NOK;34.15;34.375;31.905;32.00;"10/01/22 16:25";CET;88585;2914052.59
EDENRED;FR0010908533;EDEN;"Euronext Paris";EUR;42.86;43.46;42.86;43.12;"10/01/22 17:36";CET;419745;18111748.24
EDF;FR0010242511;EDF;"Euronext Paris";EUR;10.195;10.255;10.05;10.17;"10/01/22 17:35";CET;3380353;34388394.63
EDILIZIACROBATICA;IT0005351504;ALEAC;"Euronext Growth Paris";EUR;17.40;18.40;17.40;17.70;"10/01/22 17:14";CET;1475;26291.60
"EDITIONS DU SIGNE";FR0000052755;MLEDS;"Euronext Access Paris";EUR;0.32;0.32;0.32;0.32;"07/01/22 16:30";CET;235;75.20
EDP;PTEDP0AM0009;EDP;"Euronext Lisbon";EUR;4.558;4.584;4.476;4.487;"10/01/22 22:36";BST;6289773;28448738.55
"EDP RENOVAVEIS";ES0127797019;EDPR;"Euronext Lisbon";EUR;19.65;20.04;19.34;19.35;"10/01/22 22:35";BST;806420;15779506.34
EDUNIVERSAL;FR0010439265;MLEDU;"Euronext Access Paris";EUR;8.42;8.42;8.42;8.42;"18/04/12 15:00";CET;850;7157.00
EES;FR0010945733;MLEES;"Euronext Access Paris";EUR;0.282;0.282;0.282;0.282;"06/08/20 16:30";CET;20;5.64
"EFIC1 ORD SHARES";NL00150006Z9;EFIC1;"Euronext Amsterdam";EUR;9.90;9.90;9.85;9.88;"10/01/22 17:35";CET;2891;28566.65
"EFIC1 TREASURY SH";NL00150009J7;EFICT;"Euronext Amsterdam";EUR;-;-;-;-;-;CET;-;-
"EFIC1 WARRANTS";NL00150007A0;EFICW;"Euronext Amsterdam";EUR;0.75;0.75;0.70;0.70;"10/01/22 17:35";CET;20133;14593.10
EGIDE;FR0000072373;GID;"Euronext Paris";EUR;1.52;1.53;1.455;1.48;"10/01/22 17:35";CET;81577;122514.34
"EHC ORD SHARES";NL0015000K10;EHCS;"Euronext Amsterdam";EUR;10.00;10.00;9.80;9.80;"22/12/21 14:23";CET;1097;10769.60
"EHC TREAS SHARES";NL0015000K02;EHCT;"Euronext Amsterdam";EUR;-;-;-;-;-;CET;-;-
"EHC WARRANTS";NL0015000K28;EHCW;"Euronext Amsterdam";EUR;0.25;0.25;0.25;0.25;"17/12/21 10:55";CET;42;10.50
"EIDESVIK OFFSHORE";NO0010263023;EIOF;"Oslo B�rs";NOK;4.35;4.35;4.20;4.20;"10/01/22 16:25";CET;44709;191021.97
EIFFAGE;FR0000130452;FGR;"Euronext Paris";EUR;91.48;92.04;91.10;91.66;"10/01/22 17:35";CET;213463;19557080.10
EKINOPS;FR0011466069;EKI;"Euronext Paris";EUR;7.82;7.91;7.71;7.74;"10/01/22 17:35";CET;61534;481808.21
EKOPAK;BE0974380124;EKOP;"Euronext Brussels";EUR;17.78;17.78;17.22;17.28;"10/01/22 17:35";CET;4702;82283.20
ELEC.STRASBOURG;FR0000031023;ELEC;"Euronext Paris";EUR;111.50;112.00;110.00;111.00;"10/01/22 17:23";CET;699;77688.00
"ELECT. MADAGASCAR";FR0000035719;EEM;"Euronext Paris";EUR;3.28;3.28;3.28;3.28;"03/02/20 16:30";CET;1034;3391.52
"ELECTROMAGNET GEO";NO0010358484;EMGS;"Oslo B�rs";NOK;1.302;1.386;1.246;1.246;"10/01/22 16:25";CET;235224;302888.68
ELEKTROIMPORT�REN;NO0010911902;ELIMP;"Euronext Growth Oslo";NOK;84.95;84.95;76.03;77.70;"10/01/22 16:25";CET;16110;1293920.50
"ELIA GROUP";BE0003822393;ELI;"Euronext Brussels";EUR;111.80;111.90;110.10;110.50;"10/01/22 17:35";CET;33420;3700610.60
"ELIOR GROUP";FR0011950732;ELIOR;"Euronext Paris";EUR;6.285;6.435;6.255;6.305;"10/01/22 17:35";CET;273253;1730485.85
ELIS;FR0012435121;ELIS;"Euronext Paris";EUR;15.95;16.20;15.90;16.16;"10/01/22 17:35";CET;557218;8973801.05
ELKEM;NO0010816093;ELK;"Oslo B�rs";NOK;30.40;30.56;29.72;29.74;"10/01/22 16:25";CET;499394;15017965.92
"ELLIPTIC LABORATOR";NO0010722283;ELABS;"Euronext Growth Oslo";NOK;25.25;25.45;24.50;24.70;"10/01/22 16:25";CET;282625;7015652.95
ELOP;NO0010864036;ELOP;"Euronext Growth Oslo";NOK;3.225;3.245;3.155;3.18;"10/01/22 16:14";CET;216917;690332.42
ELOPAK;NO0011002586;ELO;"Oslo B�rs";NOK;25.86;26.115;25.38;25.795;"10/01/22 16:25";CET;99744;2555439.92
"EMD MUSIC";BE0003849669;EMD;"Euronext Expert Market";EUR;1.30;1.30;1.30;1.30;"24/07/18 11:30";CET;600;780.00
"EMOVA GROUP";FR0013356755;ALEMV;"Euronext Growth Paris";EUR;1.54;1.575;1.50;1.565;"10/01/22 17:25";CET;10558;16163.91
EMULATION;BE0024644065;-;"Euronext Expert Market";EUR;253.34;253.34;253.34;253.34;"19/09/17 11:30";CET;5;1266.70
"ENCRES DUBUIT";FR0004030708;ALDUB;"Euronext Growth Paris";EUR;3.86;3.86;3.80;3.80;"10/01/22 15:04";CET;628;2386.64
END�R;NO0010379779;ENDUR;"Oslo B�rs";NOK;0.703;0.703;0.645;0.652;"10/01/22 16:25";CET;3109504;2063164.11
ENENSYS;FR0013330792;ALNN6;"Euronext Growth Paris";EUR;1.172;1.332;1.114;1.278;"10/01/22 17:35";CET;120700;150267.26
ENERGISME;FR0013399359;ALNRG;"Euronext Growth Paris";EUR;3.53;3.53;3.18;3.26;"10/01/22 17:35";CET;85965;281454.91
ENERTIME;FR0011915339;ALENE;"Euronext Growth Paris";EUR;2.48;2.50;2.38;2.38;"10/01/22 17:35";CET;44300;108025.65
"ENGAGE XR HOLDINGS";IE00BG0HDR01;EXR;"Euronext Growth Dublin";EUR;0.19;0.19;0.18;0.18;"05/01/22 16:59";IST;5000;904.92
ENGIE;FR0010208488;ENGI;"Euronext Paris, Brussels";EUR;13.328;13.416;13.276;13.334;"10/01/22 17:35";CET;4215150;56252212.71
ENI;IT0003132476;ENI;"Traded not listed Brussels";EUR;12.79;12.90;12.69;12.69;"10/01/22 16:01";CET;6081;77782.67
ENOGIA;FR0014004974;ALENO;"Euronext Growth Paris";EUR;10.30;10.30;9.90;9.94;"10/01/22 17:35";CET;1284;12925.30
"ENSURGE MICROPOWER";NO0010299068;ENSU;"Oslo B�rs";NOK;0.71;0.71;0.665;0.666;"10/01/22 16:27";CET;6657425;4563317.33
ENTECH;FR0014004362;ALESE;"Euronext Growth Paris";EUR;7.00;7.00;6.90;6.96;"10/01/22 17:21";CET;4861;33808.24
"ENTP ORD SHARES";NL0015000F82;ENTPA;"Euronext Amsterdam";EUR;9.72;9.75;9.72;9.75;"04/01/22 16:04";CET;70000;681000.00
"ENTP TREAS SHARES";NL0015000F90;ENTPT;"Euronext Amsterdam";EUR;-;-;-;-;-;CET;-;-
"ENTP WARRANTS";NL0015000FD2;ENTPW;"Euronext Amsterdam";EUR;0.25;0.4868;0.25;0.4868;"18/11/21 12:25";CET;43867;12150.75
ENTRA;NO0010716418;ENTRA;"Oslo B�rs";NOK;198.00;198.00;193.30;194.70;"10/01/22 16:25";CET;100240;19553510.20
ENTREPARTICULIERS;FR0010424697;ALENT;"Euronext Growth Paris";EUR;4.76;4.76;4.50;4.66;"10/01/22 17:28";CET;2895;13462.52
ENTREPRENDRE;FR0000045122;ALENR;"Euronext Growth Paris";EUR;7.30;7.30;7.30;7.30;"06/01/22 11:30";CET;300;2190.00
ENVEA;FR0010278762;ALTEV;"Euronext Growth Paris";EUR;175.00;175.00;175.00;175.00;"10/01/22 12:36";CET;308;53900.00
ENVIPCO;NL0015000GX8;ENVI;"Euronext Amsterdam";EUR;3.22;3.3005;3.12;3.15;"10/01/22 17:29";CET;6597;21032.71
"ENVIPCO HOLDING";NL0015000GX8;ENVIP;"Euronext Growth Oslo";NOK;34.385;34.385;33.50;34.00;"10/01/22 13:30";CET;1455;49484.98
EO2;FR0010465534;ALEO2;"Euronext Growth Paris";EUR;5.20;5.20;5.02;5.14;"10/01/22 17:27";CET;412;2102.54
"EPIC Ord Shares";KYG3166N1060;EPIC;"Euronext Amsterdam";EUR;9.979;9.979;9.979;9.979;"31/12/21 11:04";CET;2;19.96
"EPIC WARRANTS";KYG3166N1144;EPICW;"Euronext Amsterdam";EUR;0.28;0.28;0.28;0.28;"31/12/21 11:35";CET;3;0.84
EQUINOR;NO0010096985;EQNR;"Oslo B�rs";NOK;244.55;246.35;242.40;243.70;"10/01/22 16:28";CET;3202380;782395126.15
"EQUITY BCDC";CG000A0BKQF7;-;"Euronext Expert Market";EUR;34.80;34.80;34.80;34.80;"05/10/21 11:30";CET;30;1044.00
ERAMET;FR0000131757;ERA;"Euronext Paris";EUR;79.40;79.50;75.95;76.30;"10/01/22 17:35";CET;86480;6693618.00
"ERYTECH PHARMA";FR0011471135;ERYP;"Euronext Paris";EUR;2.15;2.15;2.07;2.07;"10/01/22 17:35";CET;130551;273620.24
"ESG CORE INVEST";NL00150006O3;ESG;"Euronext Amsterdam";EUR;9.625;9.699;9.625;9.625;"10/01/22 16:59";CET;1923;18541.89
"ESG CORE TREAS SHA";NL00150006Q8;ESGT;"Euronext Amsterdam";EUR;-;-;-;-;-;CET;-;-
"ESG CORE WARRANTS";NL00150006P0;ESGWA;"Euronext Amsterdam";EUR;0.66;0.66;0.66;0.66;"04/01/22 17:09";CET;1184;781.44
"ESI GROUP";FR0004110310;ESI;"Euronext Paris";EUR;73.80;74.00;73.60;73.80;"10/01/22 17:35";CET;46;3393.00
ESKER;FR0000035818;ALESK;"Euronext Growth Paris";EUR;316.50;316.50;285.00;289.00;"10/01/22 17:36";CET;28352;8366251.50
ESPERITE;NL0009272137;ESP;"Euronext Amsterdam, Paris";EUR;0.0237;0.0237;0.023;0.023;"10/01/22 17:29";CET;360250;8329.12
ESSILORLUXOTTICA;FR0000121667;EL;"Euronext Paris";EUR;179.12;179.92;174.36;174.36;"10/01/22 17:35";CET;647056;113738228.96
ESSO;FR0000120669;ES;"Euronext Paris";EUR;13.95;14.30;13.95;14.20;"10/01/22 17:35";CET;3788;53817.10
"ESTORIL SOL N";PTESO0AM0000;ESON;"Euronext Lisbon";EUR;6.10;6.10;6.10;6.10;"04/01/22 21:30";BST;1;6.10
ETEX;BE0941244536;-;"Euronext Expert Market";EUR;21.20;21.20;21.20;21.20;"04/01/22 11:30";CET;1500;31800.00
"EUPEN FINANZ";BE0049483135;-;"Euronext Expert Market";EUR;151.10;151.10;151.10;151.10;"28/07/15 11:30";CET;348;52582.80
"EURASIA FONC INV";FR0000061475;EFI;"Euronext Paris";EUR;0.362;0.362;0.362;0.362;"05/01/22 16:30";CET;33;11.95
"EURASIA GROUPE";FR0010844001;ALEUA;"Euronext Growth Paris";EUR;4.42;4.42;4.42;4.42;"10/01/22 09:00";CET;1;4.42
EURAZEO;FR0000121121;RF;"Euronext Paris";EUR;76.95;77.60;76.45;77.40;"10/01/22 17:37";CET;125135;9661987.40
"EURO RESSOURCES";FR0000054678;EUR;"Euronext Paris";EUR;2.89;2.89;2.84;2.85;"10/01/22 17:26";CET;1393;3980.36
EUROBIO-SCIENTIFIC;FR0013240934;ALERS;"Euronext Growth Paris";EUR;24.40;24.60;23.38;23.78;"10/01/22 17:35";CET;82250;1952081.26
"EUROCASTLE INVEST.";GB00B94QM994;ECT;"Euronext Amsterdam";EUR;9.05;9.05;9.00;9.00;"10/01/22 14:24";CET;1075;9724.75
EUROCOMMERCIAL;NL0015000K93;ECMPA;"Euronext Amsterdam, Brussels";EUR;19.26;19.922;18.922;19.896;"10/01/22 17:35";CET;116691;2279740.31
"EUROFINS CEREP";FR0013256518;ALECR;"Euronext Growth Paris";EUR;17200.00;17200.00;17200.00;17200.00;"23/12/21 14:34";CET;1;17200.00
"EUROFINS SCIE NV22";FR0014006O73;ERFNV;"Euronext Paris";EUR;95.00;95.00;95.00;95.00;"10/01/22 16:36";CET;131;12445.00
"EUROFINS SCIENT.";FR0014000MR3;ERF;"Euronext Paris";EUR;98.30;98.35;93.50;94.16;"10/01/22 17:36";CET;605118;57509116.75
"EUROLAND CORPORATE";FR0010157115;MLERO;"Euronext Access Paris";EUR;2.56;2.56;2.56;2.56;"10/01/22 11:30";CET;83;212.48
"EUROLOG CANOLA";ES0105586004;MLCAN;"Euronext Access Paris";EUR;1320.00;1320.00;1320.00;1320.00;"11/08/21 00:00";CET;-;-
"EUROMEDIS GROUPE";FR0000075343;ALEMG;"Euronext Growth Paris";EUR;9.82;10.20;9.82;10.00;"10/01/22 17:35";CET;10120;101326.98
